win,score_us,score_opp,rounds,map,ban_a_us,ban_a_opp,ban_d_us,ban_d_opp,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,side_1,side_2,side_3,side_4,side_5,side_6,side_7,side_8,side_9,operator_1,operator_2,operator_3,operator_4,operator_5,operator_6,operator_7,operator_8,operator_9,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,kill_1,kill_2,kill_3,kill_4,kill_5,kill_6,kill_7,kill_8,kill_9,death_1,death_2,death_3,death_4,death_5,death_6,death_7,death_8,death_9,mihnea_1,mihnea_2,mihnea_3,mihnea_4,mihnea_5,mihnea_6,mihnea_7,mihnea_8,mihnea_9,kill_m_1,kill_m_2,kill_m_3,kill_m_4,kill_m_5,kill_m_6,kill_m_7,kill_m_8,kill_m_9,death_m_1,death_m_2,death_m_3,death_m_4,death_m_5,death_m_6,death_m_7,death_m_8,death_m_9,date
1,4,0,4,Villa,,,,,1,2,4,1,,,,,,2,2,2,1,,,,,,kapkan,warden,azami,zero,,,,,,1,1,1,1,,,,,,0,1,0,0,,,,,,1,0,0,0,,,,,,echo,frost,valkyrie,sens,,,,,,3,0,1,0,,,,,,0,0,0,0,,,,,,7/30/2024
1,4,3,7,Kanal,,,,,1,1,4,1,1,4,4,,,1,1,1,2,2,2,2,,,nomad,capitao,fuze,thorn,fenrir,tubarao,melusi,,,1,0,1,0,0,1,1,,,1,0,0,0,0,1,0,,,1,1,1,1,1,0,0,,,sens,brava,finka,kaid,kaid,kapkan,kapkan,,,0,0,1,0,0,1,1,,,1,1,0,1,1,1,0,,,7/30/2024
0,2,3,5,Bank,,,,,1,4,1,1,4,,,,,2,2,2,1,1,,,,,goyo,rook,vigil,finka,buck,,,,,0,1,0,0,0,,,,,1,1,0,1,1,,,,,1,0,1,1,1,,,,,lesion,mira,mute,ying,ying,,,,,2,2,1,0,0,,,,,1,0,1,1,1,,,,,7/30/2024
0,0,4,4,Border,,,,,1,3,2,1,,,,,,1,1,1,2,,,,,,thermite,lion,ram,caveira,,,,,,0,0,0,0,,,,,,2,0,0,0,,,,,,1,1,1,1,,,,,,finka,ram,amaru,lesion,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,7/30/2024
0,2,4,6,Oregon,,,,,1,4,4,1,4,1,,,,1,1,1,2,2,2,,,,maverick,sledge,deimos,mira,wamai,clash,,,,0,1,0,0,1,0,,,,0,0,1,0,0,0,,,,1,0,1,1,1,1,,,,sens,buck,blitz,azami,doc,kapkan,,,,0,0,0,0,2,0,,,,1,1,1,1,0,1,,,,7/30/2024
1,4,0,4,Consulate,,,,,1,2,4,4,,,,,,2,2,2,1,,,,,,lesion,goyo,jager,ace,,,,,,1,1,1,1,,,,,,1,3,1,0,,,,,,1,0,0,1,,,,,,thunderbird,melusi,azami,capitao,,,,,,0,1,1,1,,,,,,1,0,0,1,,,,,,7/30/2024
0,0,4,4,Club House,,,,,1,1,4,1,,,,,,2,2,2,1,,,,,,doc,jager,caveira,iana,,,,,,0,0,0,0,,,,,,0,0,1,0,,,,,,1,1,1,1,,,,,,frost,clash,tubarao,capitao,,,,,,0,0,1,0,,,,,,1,1,1,1,,,,,,7/30/2024
1,4,3,7,Nighthaven,,,,,1,1,4,1,1,2,1,,,2,2,2,1,1,1,2,,,frost,castle,tachanka,ace,glaz,zofia,fenrir,,,0,1,0,1,0,1,1,,,0,1,0,0,0,0,0,,,1,0,1,0,1,0,1,,,thorn,thorn,kapkan,maverick,nokk,ash,aruni,,,0,0,0,1,0,0,3,,,1,0,1,0,1,0,0,,,7/30/2024
1,4,2,6,Bank,,,,,1,4,4,1,1,4,,,,2,2,2,1,1,1,,,,castle,valkyrie,thunderbird,nomad,twitch,osa,,,,1,0,0,1,1,1,,,,0,0,1,0,2,1,,,,0,1,1,1,1,0,,,,rook,solis,lesion,buck,flores,jackal,,,,1,0,0,4,0,0,,,,1,1,1,0,1,0,,,,7/30/2024
0,3,4,7,Emerald,,,,,1,2,2,1,2,3,1,,,2,2,2,1,1,1,1,,,mira,solis,vigil,fuze,finka,finka,jackal,,,1,0,1,0,0,1,0,,,0,0,1,2,0,3,0,,,1,1,1,1,1,0,1,,,thunderbird,frost,jager,kali,osa,jackal,nokk,,,2,3,0,0,0,1,0,,,0,1,1,1,1,0,1,,,7/30/2024
0,3,4,7,Chalet,,,,,4,1,1,1,4,1,4,,,1,1,1,2,2,2,1,,,amaru,blackbeard,grim,wamai,tubarao,warden,gridlock,,,0,1,0,0,1,1,0,,,0,0,0,1,1,0,0,,,1,1,1,1,0,1,1,,,osa,fuze,gridlock,vigil,rook,mozzie,ace,,,0,3,0,0,0,2,0,,,1,0,1,1,1,1,1,,,7/30/2024
0,0,4,4,Villa,,,,,1,2,3,1,,,,,,1,1,1,2,,,,,,sledge,zero,capitao,mozzie,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,amaru,gridlock,brava,tubarao,,,,,,0,0,2,0,,,,,,1,1,1,1,,,,,,7/30/2024
0,0,4,4,Theme Park,,,,,1,3,2,4,,,,,,1,1,1,2,,,,,,thermite,nokk,lion,frost,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,1,1,1,1,,,,,,twitch,jackal,kali,clash,,,,,,0,0,0,0,,,,,,0,1,1,1,,,,,,7/30/2024
0,0,4,4,Oregon,,,,,1,4,2,1,,,,,,1,1,1,2,,,,,,sens,thermite,blackbeard,tubarao,,,,,,0,0,0,0,,,,,,0,0,1,1,,,,,,1,1,1,1,,,,,,flores,gridlock,montagne,alibi,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,7/30/2024
1,4,3,7,Border,,,,,1,1,1,1,1,1,3,,,2,2,2,1,1,1,1,,,azami,kapkan,melusi,iq,fuze,flores,flores,,,0,0,0,1,1,1,1,,,0,0,0,0,1,1,0,,,1,1,1,1,1,0,0,,,warden,smoke,echo,sens,grim,amaru,amaru,,,0,0,1,0,3,2,0,,,1,1,1,0,0,0,1,,,7/30/2024
0,0,4,4,Kafe,,,,,1,1,4,1,,,,,,1,1,1,2,,,,,,ace,buck,blitz,doc,,,,,,0,0,0,0,,,,,,3,0,0,0,,,,,,1,1,1,1,,,,,,gridlock,capitao,thermite,vigil,,,,,,1,2,0,0,,,,,,1,1,1,1,,,,,,7/30/2024
0,2,4,6,Oregon,,,,,1,4,4,1,4,4,,,,1,1,1,2,2,2,,,,zofia,zero,thatcher,valkyrie,smoke,tubarao,,,,0,1,0,1,0,0,,,,0,0,0,1,0,0,,,,1,1,1,0,1,1,,,,gridlock,finka,gridlock,tubarao,caveira,fenrir,,,,1,3,1,0,0,0,,,,1,0,1,0,1,1,,,,7/30/2024
1,4,0,4,Coastline,,,,,1,2,4,1,,,,,,2,2,2,1,,,,,,smoke,valkyrie,mozzie,deimos,,,,,,1,1,1,1,,,,,,1,1,0,0,,,,,,0,0,1,1,,,,,,jager,aruni,rook,capitao,,,,,,2,2,0,0,,,,,,1,0,1,0,,,,,,7/30/2024
0,2,4,6,Bank,,,,,4,1,1,1,4,1,,,,2,2,2,1,1,1,,,,mira,tubarao,ela,lion,flores,amaru,,,,1,0,0,1,0,0,,,,0,1,0,1,1,0,,,,1,1,1,1,1,1,,,,goyo,maestro,mute,kali,iq,nokk,,,,2,1,1,1,1,0,,,,0,1,1,1,1,1,,,,7/30/2024
1,3,0,3,Consulate,,,,,1,4,3,,,,,,,2,2,2,,,,,,,frost,thorn,azami,,,,,,,1,1,1,,,,,,,0,1,0,,,,,,,0,1,0,,,,,,,caveira,rook,melusi,,,,,,,2,2,3,,,,,,,0,0,0,,,,,,,7/30/2024
0,3,4,7,Kafe,,,,,1,4,2,1,2,4,4,,,1,1,1,2,2,2,1,,,hibana,twitch,zofia,tachanka,goyo,kapkan,,,,1,0,0,1,1,0,0,,,0,1,2,1,2,0,0,,,0,1,1,0,0,1,1,,,maverick,zero,gridlock,caveira,caveira,smoke,,,,0,1,0,1,1,0,0,,,1,1,1,0,1,1,1,,,7/30/2024
1,4,2,6,Border,,,,,1,2,3,1,1,2,,,,2,2,2,1,1,1,,,,goyo,mozzie,thunderbird,flores,zofia,iq,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,,,,1,1,1,1,1,1,,,,kaid,thunderbird,kaid,ying,iana,ash,,,,1,0,1,3,0,1,,,,1,1,1,0,1,1,,,,7/30/2024
0,3,4,7,Kafe,,,,,4,1,1,1,1,4,4,,,2,2,2,1,1,1,2,,,thorn,frost,caveira,amaru,amaru,thermite,wamai,,,1,0,0,1,0,1,0,,,1,1,0,0,0,0,0,,,1,1,1,1,1,1,1,,,oryx,melusi,kapkan,gridlock,lion,ram,azami,,,0,0,0,1,0,0,0,,,1,1,1,0,1,1,1,,,7/30/2024
0,1,4,5,Border,,,,,1,1,3,1,1,,,,,1,1,1,2,2,,,,,ying,deimos,osa,melusi,thunderbird,,,,,1,0,0,0,0,,,,,0,0,1,0,0,,,,,1,1,1,1,1,,,,,nomad,ace,twitch,mira,tachanka,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,7/30/2024
1,4,2,6,Kafe,,,,,1,4,1,4,1,3,,,,1,1,1,2,2,2,,,,zero,zero,sledge,mira,maestro,warden,,,,1,0,0,1,1,1,,,,1,0,1,2,0,0,,,,1,1,1,0,0,1,,,,blitz,montagne,iana,tubarao,pulse,goyo,,,,1,0,0,2,0,2,,,,0,1,1,1,1,0,,,,7/30/2024
1,4,1,5,Outback,,,,,1,2,2,1,2,,,,,2,2,2,1,1,,,,,thorn,goyo,kaid,twitch,gridlock,,,,,1,0,1,1,1,,,,,0,0,0,0,0,,,,,0,1,0,0,0,,,,,mute,jager,clash,finka,iana,,,,,0,2,0,1,0,,,,,1,1,1,0,0,,,,,7/30/2024
0,1,4,5,Border,,,,,1,1,3,1,3,,,,,2,2,2,1,1,,,,,oryx,aruni,pulse,montagne,kali,,,,,0,1,0,0,0,,,,,0,2,0,0,0,,,,,1,0,1,0,1,,,,,jager,alibi,maestro,blackbeard,montagne,,,,,1,1,0,0,0,,,,,1,0,1,1,1,,,,,7/30/2024
0,1,4,5,Kanal,,,,,1,2,4,1,4,,,,,1,1,1,2,2,,,,,ash,nomad,sens,valkyrie,frost,,,,,0,0,0,1,0,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,grim,blitz,brava,mute,thorn,,,,,1,0,0,2,0,,,,,1,1,1,0,1,,,,,7/30/2024
1,4,0,4,Kafe,,,,,1,4,2,1,,,,,,2,2,2,1,,,,,,castle,alibi,tachanka,blackbeard,,,,,,1,1,1,1,,,,,,1,0,1,0,,,,,,0,1,0,0,,,,,,bandit,bandit,mozzie,thermite,,,,,,3,1,0,2,,,,,,0,1,1,1,,,,,,7/30/2024
1,4,2,6,Skyscraper,,,,,1,1,2,1,2,2,,,,1,1,1,2,2,2,,,,montagne,kali,ash,lesion,echo,clash,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,,,,0,0,1,0,1,0,,,,deimos,iq,hibana,mute,maestro,oryx,,,,2,0,0,0,0,2,,,,0,0,1,1,1,0,,,,7/30/2024
0,3,4,7,Skyscraper,,,,,1,1,2,1,1,2,1,,,1,1,1,2,2,2,1,,,blackbeard,maverick,ash,thunderbird,rook,kaid,finka,,,1,0,0,0,1,1,0,,,1,0,0,0,0,1,0,,,0,1,1,1,1,1,1,,,blitz,nokk,zero,lesion,ela,maestro,nokk,,,0,2,0,0,0,2,2,,,0,1,1,1,1,0,1,,,7/30/2024
0,2,4,6,Outback,,,,,1,2,2,1,2,2,,,,2,2,2,1,1,1,,,,azami,melusi,solis,sledge,grim,gridlock,,,,1,0,0,0,1,0,,,,2,0,0,0,0,2,,,,0,1,1,1,1,1,,,,castle,ela,wamai,kali,finka,capitao,,,,1,0,0,0,0,0,,,,0,1,1,1,1,1,,,,7/30/2024
0,3,4,7,Lair,,,,,1,2,4,1,1,4,1,,,1,1,1,2,2,2,1,,,hibana,finka,lion,tachanka,goyo,mozzie,grim,,,0,0,1,0,1,1,0,,,0,0,3,3,0,1,0,,,1,1,0,1,1,0,1,,,buck,buck,dokkaebi,mozzie,frost,caveira,lion,,,0,2,0,1,1,1,2,,,1,0,1,1,0,0,1,,,7/30/2024
1,5,3,8,Club House,dokkaebi,brava,clash,fenrir,1,2,4,1,2,4,1,1,,2,2,2,1,1,1,2,1,,thorn,thorn,thorn,ash,ash,thermite,thorn,ash,,1,1,1,0,0,0,1,1,,1,1,0,0,0,0,1,1,,0,1,0,1,1,1,0,1,,frost,kaid,kaid,gridlock,thatcher,ram,frost,ying,,2,2,2,1,2,3,3,2,,0,1,0,1,1,1,0,1,,7/30/2024
0,0,4,4,Border,,,,,1,1,4,1,,,,,,2,2,2,1,,,,,,kaid,fenrir,doc,glaz,,,,,,0,0,0,0,,,,,,1,2,0,1,,,,,,1,1,1,1,,,,,,valkyrie,smoke,jager,lion,,,,,,0,1,0,1,,,,,,1,1,1,1,,,,,,7/30/2024
1,5,4,9,Border,ram,,caveira,clash,1,4,3,1,2,3,1,1,3,2,2,2,1,1,1,2,1,2,thorn,maestro,alibi,ash,ash,ash,alibi,ash,alibi,0,1,1,0,0,1,1,0,1,0,1,0,0,1,2,3,1,0,1,0,1,1,1,0,0,1,0,maestro,lesion,lesion,ying,buck,jackal,kapkan,ying,lesion,0,0,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,7/30/2024
1,4,1,5,Chalet,,,,,1,4,2,1,2,,,,,2,2,2,1,1,,,,,maestro,jager,mozzie,jackal,amaru,,,,,1,1,1,0,1,,,,,0,0,0,1,0,,,,,1,1,0,1,0,,,,,melusi,oryx,alibi,dokkaebi,ram,,,,,2,0,2,0,0,,,,,0,0,0,1,0,,,,,7/30/2024
1,4,3,7,Oregon,,,,,1,3,2,1,3,4,1,,,1,1,1,2,2,2,1,,,finka,ying,lion,mozzie,wamai,valkyrie,brava,,,0,1,0,1,1,0,1,,,0,3,1,1,0,1,1,,,1,0,1,0,0,1,0,,,sens,grim,glaz,vigil,frost,pulse,ying,,,1,0,1,0,0,0,1,,,1,1,1,1,0,1,1,,,7/30/2024
0,2,4,6,Outback,,,,,1,2,2,1,2,3,,,,2,2,2,1,1,1,,,,frost,melusi,mozzie,deimos,kali,iq,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,,,,1,1,1,1,1,1,,,,oryx,mozzie,jager,gridlock,glaz,sledge,,,,1,0,1,0,0,0,,,,1,1,0,1,1,1,,,,7/30/2024
0,3,4,7,Border,,,,,1,3,2,1,1,2,2,,,2,2,2,1,1,1,1,,,vigil,kaid,pulse,thatcher,maverick,ace,fuze,,,1,1,1,0,0,0,0,,,3,0,3,0,1,0,0,,,0,1,0,1,1,1,1,,,castle,tubarao,bandit,zero,sens,thatcher,ram,,,1,1,0,2,0,0,0,,,1,1,0,1,1,1,1,,,7/30/2024
0,0,4,4,Villa,,,,,1,2,4,1,,,,,,1,1,1,2,,,,,,grim,nokk,glaz,mira,,,,,,0,0,0,0,,,,,,0,1,0,2,,,,,,1,1,1,1,,,,,,buck,amaru,iq,mute,,,,,,1,1,0,0,,,,,,1,1,1,1,,,,,,7/30/2024
1,4,3,7,Chalet,,,,,1,4,1,1,4,4,4,,,1,1,1,2,2,2,2,,,gridlock,grim,flores,kaid,caveira,azami,warden,,,0,1,0,1,0,1,1,,,0,1,1,0,1,0,0,,,1,1,1,0,1,0,0,,,brava,glaz,deimos,kapkan,kaid,warden,mozzie,,,0,1,0,1,0,3,1,,,1,1,1,0,1,0,0,,,7/30/2024
1,5,4,9,Villa,dokkaebi,jackal,caveira,fenrir,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,thorn,thorn,thorn,ash,ash,nomad,thorn,osa,thorn,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,melusi,frost,frost,ying,ying,finka,mira,finka,mira,1,0,1,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,7/30/2024
0,1,4,5,Club House,,,,,1,2,1,2,1,,,,,2,2,2,1,1,,,,,sentry,thorn,thorn,striker,nokk,,,,,0,1,0,0,0,,,,,0,3,0,0,1,,,,,1,0,1,1,1,,,,,melusi,sentry,wamai,capitao,striker,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,7/30/2024
0,1,4,5,Border,,,,,1,3,4,1,3,,,,,1,1,1,2,2,,,,,jackal,jackal,jackal,mira,mira,,,,,0,0,0,1,0,,,,,0,1,1,0,1,,,,,1,1,1,1,1,,,,,maverick,maverick,maverick,doc,rook,,,,,1,0,2,1,0,,,,,1,1,1,1,1,,,,,7/30/2024
1,4,0,4,Kafe,dokkaebi,nothing,clash,thunderbird,1,4,2,1,,,,,,2,2,2,1,,,,,,thorn,thorn,maestro,iq,,,,,,1,1,1,1,,,,,,0,1,1,0,,,,,,0,1,0,0,,,,,,frost,kaid,melusi,finka,,,,,,1,0,0,0,,,,,,0,1,1,0,,,,,,7/30/2024
0,0,4,4,Outback,,,,,1,2,3,1,,,,,,1,1,1,2,,,,,,iq,iq,iq,maestro,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,maverick,ying,ram,melusi,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,7/30/2024
1,4,0,4,Coastline,,,,,1,2,3,1,,,,,,2,2,2,1,,,,,,maestro,maestro,maestro,iq,,,,,,1,1,1,1,,,,,,0,0,0,1,,,,,,0,0,1,0,,,,,,frost,melusi,alibi,finka,,,,,,1,1,3,1,,,,,,1,0,0,0,,,,,,7/30/2024
0,1,4,5,Theme Park,,,,,1,2,3,2,1,,,,,1,1,1,2,2,,,,,iq,iq,iq,jager,jager,,,,,0,0,0,1,0,,,,,0,1,0,0,0,,,,,1,1,1,0,1,,,,,blitz,blitz,blitz,bandit,bandit,,,,,0,0,0,2,0,,,,,1,1,1,0,1,,,,,7/30/2024
1,4,1,5,Coastline,,,,,1,2,3,1,1,,,,,2,2,2,1,1,,,,,bandit,jager,jager,iq,iq,,,,,1,1,0,1,1,,,,,1,1,0,1,0,,,,,0,1,1,0,0,,,,,jager,bandit,bandit,ying,ying,,,,,1,0,2,1,0,,,,,1,1,1,0,0,,,,,7/30/2024
0,1,4,5,Villa,,,,,1,1,2,1,2,,,,,2,2,2,1,1,,,,,jager,jager,jager,sens,finka,,,,,0,0,1,0,0,,,,,0,0,2,0,1,,,,,1,1,0,1,1,,,,,bandit,bandit,bandit,iq,iq,,,,,0,0,1,2,0,,,,,1,1,0,1,1,,,,,7/30/2024
1,4,0,4,Villa,dokkaebi,deimos,caveira,clash,1,1,1,1,,,,,,1,1,1,2,,,,,,iq,ash,ash,thorn,,,,,,1,1,1,1,,,,,,0,0,3,0,,,,,,0,1,0,0,,,,,,ying,ying,iq,frost,,,,,,0,1,1,1,,,,,,0,1,1,0,,,,,,7/30/2024
0,1,4,5,Bank,blitz,montagne,caveira,clash,1,4,4,2,1,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,ash,buck,,,,,0,0,1,0,0,,,,,2,0,1,1,1,,,,,1,1,0,1,1,,,,,alibi,mira,mira,ying,finka,,,,,1,3,0,0,0,,,,,1,1,0,1,1,,,,,7/30/2024
0,2,4,6,Chalet,,,,,1,4,2,4,1,3,,,,2,2,2,1,1,1,,,,fenrir,wamai,doc,grim,lion,amaru,,,,1,1,0,0,0,0,,,,0,1,0,2,2,0,,,,0,0,1,1,1,1,,,,bandit,jager,alibi,iq,iq,iq,,,,0,1,0,1,0,0,,,,1,1,1,1,1,1,,,,7/30/2024
1,4,3,7,Emerald,,,,,1,1,2,1,2,4,1,,,1,1,1,2,2,2,1,,,ace,capitao,striker,frost,mute,maestro,striker,,,1,0,1,1,0,0,1,,,1,0,0,1,0,3,0,,,1,1,1,1,1,1,1,,,iq,iq,iq,maestro,maestro,alibi,jackal,,,1,1,3,2,0,0,0,,,1,1,0,0,1,1,1,,,7/30/2024
1,4,3,7,Chalet,,,,,1,4,3,1,4,3,1,,,2,2,2,1,1,1,2,,,kaid,fenrir,valkyrie,thatcher,deimos,dokkaebi,jager,,,1,1,1,0,0,0,1,,,1,0,2,0,0,0,0,,,0,1,0,1,1,1,1,,,sentry,goyo,melusi,iana,jackal,finka,ela,,,4,0,0,0,1,0,1,,,1,1,1,1,1,1,0,,,7/30/2024
